movieId,title,year,genres,imdb_rating
46,How to Make an American Quilt,1995,Drama|Romance,7.2
47,Seven (a.k.a. Se7en),1995,Mystery|Thriller,5.5
48,Pocahontas,1995,Animation|Children|Drama|Musical|Romance,5.3
49,When Night Is Falling,1995,Drama|Romance,5.2
50,The Usual Suspects,1995,Crime|Mystery|Thriller,4.6
51,Guardian Angel,1994,Action|Drama|Thriller,6.2
52,Mighty Aphrodite,1995,Comedy|Drama|Romance,7.1
53,Lamerica,1994,Adventure|Drama,6.7
54,The Big Green,1995,Children|Comedy,4.3
55,Georgia,1995,Drama,4.6
56,Kids of the Round Table,1995,Adventure|Children|Comedy|Fantasy,5.3
57,Home for the Holidays,1995,Drama,6.3
58,"Postman, The (Postino, Il)",1994,Comedy|Drama|Romance,5.6
59,"Confessional, The (Confessionnal, Le)",1995,Drama|Mystery,4.5
60,The Indian in the Cupboard,1995,Adventure|Children|Fantasy,5.4
61,Eye for an Eye,1996,Drama|Thriller,6.0
62,Mr. Holland's Opus,1995,Drama,6.5
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy|Crime,3.9
64,Two if by Sea,1996,Comedy|Romance,7.8
65,Bio-Dome,1996,Comedy,5.5
66,Lawnmower Man 2: Beyond Cyberspace,1996,Action|Sci-Fi|Thriller,8.2
67,Two Bits,1995,Drama,7.9
68,French Twist (Gazon maudit),1995,Comedy|Romance,5.4
69,Friday,1995,Comedy,7.6
70,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,7.5
71,Fair Game,1995,Action,6.0
72,Kicking and Screaming,1995,Comedy|Drama,6.9
73,"Misérables, Les",1995,Drama|War,7.2
74,Bed of Roses,1996,Drama|Romance,7.2
75,Big Bully,1996,Comedy|Drama,5.6
76,Screamers,1995,Action|Sci-Fi|Thriller,7.6
77,Nico Icon,1995,Documentary,6.8
78,The Crossing Guard,1995,Action|Crime|Drama|Thriller,6.6
79,The Juror,1996,Drama|Thriller,2.5
80,"White Balloon, The (Badkonake sefid)",1995,Children|Drama,8.8
81,Things to Do in Denver When You're Dead,1995,Crime|Drama|Romance,4.9
82,Antonia's Line (Antonia),1995,Comedy|Drama,7.5
83,Once Upon a Time... When We Were Colored,1995,Drama|Romance,7.5
84,Last Summer in the Hamptons,1995,Comedy|Drama,6.3
85,Angels and Insects,1995,Drama|Romance,6.7
86,White Squall,1996,Action|Adventure|Drama,5.8
87,Dunston Checks In,1996,Children|Comedy,6.9
88,Black Sheep,1996,Comedy,6.6
89,Nick of Time,1995,Action|Thriller,4.5
90,The Journey of August King,1995,Drama,6.2
92,Mary Reilly,1996,Drama|Horror|Thriller,6.8
93,Vampire in Brooklyn,1995,Comedy|Horror|Romance,8.5
94,Beautiful Girls,1996,Comedy|Drama|Romance,7.4
95,Broken Arrow,1996,Action|Adventure|Thriller,5.7
96,In the Bleak Midwinter,1995,Comedy|Drama,6.6
97,"Hate (Haine, La)",1995,Crime|Drama,4.4
98,Shopping,1994,Action|Thriller,7.1
99,Heidi Fleiss: Hollywood Madam,1995,Documentary,6.3
100,City Hall,1996,Drama|Thriller,4.4
101,Bottle Rocket,1996,Adventure|Comedy|Crime|Romance,9.7
102,Mr. Wrong,1996,Comedy,8.5
103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,5.0
104,Happy Gilmore,1996,Comedy,6.0
105,The Bridges of Madison County,1995,Drama|Romance,6.2
106,Nobody Loves Me (Keiner liebt mich),1994,Comedy|Drama,9.1
107,Muppet Treasure Island,1996,Adventure|Children|Comedy|Musical,7.1
108,Catwalk,1996,Documentary,5.3
109,Headless Body in Topless Bar,1995,Comedy|Drama|Thriller,6.3
110,Braveheart,1995,Action|Drama|War,6.9
111,Taxi Driver,1976,Crime|Drama|Thriller,5.1
112,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,8.3
113,Before and After,1996,Drama|Mystery,6.3
114,Margaret's Museum,1995,Drama,6.5
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",1995,Comedy,7.2
116,Anne Frank Remembered,1995,Documentary,4.7
117,The Young Poisoner's Handbook,1995,Crime|Drama,4.3
118,If Lucy Fell,1996,Comedy|Romance,6.6
119,"Steal Big, Steal Little",1995,Comedy,6.5
120,Race the Sun,1996,Adventure|Comedy|Drama,6.7
121,The Boys of St. Vincent,1992,Drama,6.2
122,Boomerang,1992,Comedy|Romance,7.1
123,Chungking Express (Chung Hing sam lam),1994,Drama|Mystery|Romance,5.2
124,"Star Maker, The (Uomo delle stelle, L')",1995,Drama,6.8
125,Flirting With Disaster,1996,Comedy,5.7
126,The NeverEnding Story III,1994,Adventure|Children|Fantasy,5.7
127,"Silences of the Palace, The (Saimt el Qusur)",1994,Drama,5.8
128,Jupiter's Wife,1994,Documentary,6.0
129,Pie in the Sky,1996,Comedy|Romance,4.5
130,Angela,1995,Drama,6.0
131,Frankie Starlight,1995,Drama|Romance,7.0
132,Jade,1995,Thriller,5.8
133,Nueba Yol,1995,Comedy|Drama,5.3
134,Sonic Outlaws,1995,Documentary,6.2
135,Down Periscope,1996,Comedy,5.0
136,From the Journals of Jean Seberg,1995,Documentary,6.3
137,Man of the Year,1995,Documentary,7.8
138,The Neon Bible,1995,Drama,7.5
139,Target,1995,Action|Drama,8.5
140,Up Close and Personal,1996,Drama|Romance,5.9
141,The Birdcage,1996,Comedy,6.6
142,Shadows (Cienie),1988,Drama,6.7
143,Gospa,1995,Drama,5.5
144,The Brothers McMullen,1995,Comedy,4.9
145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,5.5
146,The Amazing Panda Adventure,1995,Adventure|Children,9.4
147,The Basketball Diaries,1995,Drama,8.2
148,An Awfully Big Adventure,1995,Drama,5.2
149,Amateur,1994,Crime|Drama|Thriller,6.6
150,Apollo 13,1995,Adventure|Drama|IMAX,6.2
151,Rob Roy,1995,Action|Drama|Romance|War,5.7
152,The Addiction,1995,Drama|Horror,6.4
153,Batman Forever,1995,Action|Adventure|Comedy|Crime,6.6
154,Beauty of the Day (Belle de jour),1967,Drama,9.3
155,Beyond Rangoon,1995,Adventure|Drama|War,7.2
156,Blue in the Face,1995,Comedy|Drama,7.2
157,Canadian Bacon,1995,Comedy|War,7.0
158,Casper,1995,Adventure|Children,8.2
159,Clockers,1995,Crime|Drama|Mystery,5.8
160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,5.9
161,Crimson Tide,1995,Drama|Thriller|War,6.3
162,Crumb,1994,Documentary,7.8
163,Desperado,1995,Action|Romance|Western,6.2
164,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,4.8
165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,7.0
166,The Doom Generation,1995,Comedy|Crime|Drama,7.5
167,Feast of July,1995,Drama,4.9
168,First Knight,1995,Action|Drama|Romance,7.1
169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,7.3
170,Hackers,1995,Action|Adventure|Crime|Thriller,6.5
171,Jeffrey,1995,Comedy|Drama,7.5
172,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,7.9
173,Judge Dredd,1995,Action|Crime|Sci-Fi,6.8
174,Jury Duty,1995,Comedy,7.6
175,Kids,1995,Drama,5.7
176,Living in Oblivion,1995,Comedy,5.1
177,Lord of Illusions,1995,Horror,8.3
178,Love & Human Remains,1993,Comedy|Drama,5.8
179,Mad Love,1995,Drama|Romance,6.4
180,Mallrats,1995,Comedy|Romance,5.4
181,Mighty Morphin Power Rangers: The Movie,1995,Action|Children,5.3
182,Moonlight and Valentino,1995,Drama|Romance,6.8
183,Mute Witness,1994,Comedy|Horror|Thriller,6.4
184,Nadja,1994,Drama,6.5
185,The Net,1995,Action|Crime|Thriller,6.6
186,Nine Months,1995,Comedy|Romance,8.9
187,Party Girl,1995,Comedy,8.1
188,The Prophecy,1995,Fantasy|Horror|Mystery,8.3
189,Reckless,1995,Comedy|Fantasy,4.2
190,Safe,1995,Thriller,7.4
191,The Scarlet Letter,1995,Drama|Romance,4.5
192,The Show,1995,Documentary,5.7
193,Showgirls,1995,Drama,8.5
194,Smoke,1995,Comedy|Drama,8.3
195,Something to Talk About,1995,Comedy|Drama|Romance,7.7
196,Species,1995,Horror|Sci-Fi,7.4
197,The Stars Fell on Henrietta,1995,Drama,6.9
198,Strange Days,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,7.1
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama|Musical|Romance,7.8
200,The Tie That Binds,1995,Thriller,4.8
201,Three Wishes,1995,Drama|Fantasy,6.9
202,Total Eclipse,1995,Drama|Romance,5.6
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,6.1
204,Under Siege 2: Dark Territory,1995,Action,6.3
205,Unstrung Heroes,1995,Comedy|Drama,6.6
206,Unzipped,1995,Documentary,5.8
207,A Walk in the Clouds,1995,Drama|Romance,3.7
208,Waterworld,1995,Action|Adventure|Sci-Fi,6.6
209,White Man's Burden,1995,Drama,6.0
210,Wild Bill,1995,Western,6.1
211,The Browning Version,1994,Drama,7.3
212,Bushwhacked,1995,Adventure|Comedy|Crime|Mystery,6.8
213,Burnt by the Sun (Utomlyonnye solntsem),1994,Drama,6.7
214,Before the Rain (Pred dozhdot),1994,Drama|War,6.3
215,Before Sunrise,1995,Drama|Romance,6.5
216,Billy Madison,1995,Comedy,5.3
217,The Babysitter,1995,Drama|Thriller,6.7
218,Boys on the Side,1995,Comedy|Drama,5.4
219,The Cure,1995,Drama,5.8
220,Castle Freak,1995,Horror,4.9
222,Circle of Friends,1995,Drama|Romance,8.9
223,Clerks,1994,Comedy,7.1
224,Don Juan DeMarco,1995,Comedy|Drama|Romance,3.2
225,Disclosure,1994,Drama|Thriller,6.9
226,Dream Man,1995,Thriller,6.1
227,Drop Zone,1994,Action|Thriller,6.8
228,Destiny Turns on the Radio,1995,Comedy,8.0
229,Death and the Maiden,1994,Drama|Thriller,6.8
230,Dolores Claiborne,1995,Drama|Thriller,7.5
231,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,7.0
232,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy|Drama|Romance,5.1
233,Exotica,1994,Drama,7.6
234,Exit to Eden,1994,Comedy,7.5
235,Ed Wood,1994,Comedy|Drama,6.5
236,French Kiss,1995,Action|Comedy|Romance,7.6
237,Forget Paris,1995,Comedy|Romance,7.5
238,Far From Home: The Adventures of Yellow Dog,1995,Adventure|Children,6.4
239,A Goofy Movie,1995,Animation|Children|Comedy|Romance,5.6
240,Hideaway,1995,Thriller,5.8
241,Fluke,1995,Children|Drama,8.0
242,Farinelli: il castrato,1994,Drama|Musical,6.1
243,Gordy,1995,Children|Comedy|Fantasy,7.3
244,Gumby: The Movie,1995,Animation|Children,5.8
245,The Glass Shield,1994,Crime|Drama,6.2
246,Hoop Dreams,1994,Documentary,7.5
247,Heavenly Creatures,1994,Crime|Drama,7.4
248,Houseguest,1994,Comedy,6.3
249,Immortal Beloved,1994,Drama|Romance,8.2
250,Heavyweights (Heavy Weights),1995,Children|Comedy,5.7
251,The Hunted,1995,Action,5.6
252,I.Q.,1994,Comedy|Romance,6.5
253,Interview with the Vampire: The Vampire Chronicles,1994,Drama|Horror,7.5
254,Jefferson in Paris,1995,Drama,9.2
255,The Jerky Boys,1995,Comedy,4.7
256,Junior,1994,Comedy|Sci-Fi,6.6
257,Just Cause,1995,Mystery|Thriller,8.1
258,A Kid in King Arthur's Court,1995,Adventure|Children|Comedy|Fantasy|Romance,6.8
259,Kiss of Death,1995,Crime|Drama|Thriller,5.7
260,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,6.3
261,Little Women,1994,Drama,6.4
262,A Little Princess,1995,Children|Drama,8.3
263,Ladybird Ladybird,1994,Drama,8.3
264,"Enfer, L'",1994,Drama,5.6
265,Like Water for Chocolate (Como agua para chocolate),1992,Drama|Fantasy|Romance,8.8
266,Legends of the Fall,1994,Drama|Romance|War|Western,6.0
267,Major Payne,1995,Comedy,7.0
268,Little Odessa,1994,Crime|Drama,7.0
269,My Crazy Life (Mi vida loca),1993,Drama,5.8
270,Love Affair,1994,Drama|Romance,7.6
271,Losing Isaiah,1995,Drama,4.8
272,The Madness of King George,1994,Comedy|Drama,7.1
273,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,7.5
274,Man of the House,1995,Comedy,7.4
275,Mixed Nuts,1994,Comedy,8.4
276,Milk Money,1994,Comedy|Romance,6.5
277,Miracle on 34th Street,1994,Drama,4.0
278,Miami Rhapsody,1995,Comedy,8.6
279,My Family,1995,Drama,6.2
280,Murder in the First,1995,Drama|Thriller,6.0
281,Nobody's Fool,1994,Comedy|Drama|Romance,5.5
282,Nell,1994,Drama,4.9
283,New Jersey Drive,1995,Crime|Drama,4.5
284,New York Cop (Nyû Yôku no koppu),1993,Action|Crime,6.8
285,Beyond Bedlam,1993,Drama|Horror,7.9
286,Nemesis 2: Nebula,1995,Action|Sci-Fi|Thriller,6.0
287,Nina Takes a Lover,1994,Comedy|Romance,7.0
288,Natural Born Killers,1994,Action|Crime|Thriller,8.6
289,Only You,1994,Comedy|Romance,6.7
290,Once Were Warriors,1994,Crime|Drama,5.4
292,Outbreak,1995,Action|Drama|Sci-Fi|Thriller,5.7
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action|Crime|Drama|Thriller,7.2
294,The Perez Family,1995,Comedy|Romance,5.5
295,A Pyromaniac's Love Story,1995,Comedy|Romance,4.7
296,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,7.8
297,Panther,1995,Drama,6.8
298,Pushing Hands (Tui shou),1992,Drama,7.3
299,Priest,1994,Drama,5.7
300,Quiz Show,1994,Drama,4.7
301,Picture Bride (Bijo photo),1994,Drama|Romance,7.7
302,"Queen Margot (Reine Margot, La)",1994,Drama|Romance,7.8
303,The Quick and the Dead,1995,Action|Thriller|Western,5.5
304,Roommates,1995,Comedy|Drama,7.9
305,Ready to Wear (Pret-A-Porter),1994,Comedy,6.7
306,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,6.4
307,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,5.5
308,Three Colors: White (Trzy kolory: Bialy),1994,Comedy|Drama,7.3
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",1994,Drama,7.2
310,Rent-a-Kid,1995,Comedy,7.1
311,Relative Fear,1994,Horror|Thriller,3.9
312,Stuart Saves His Family,1995,Comedy,6.0
313,The Swan Princess,1994,Animation|Children,6.7
314,The Secret of Roan Inish,1994,Children|Drama|Fantasy|Mystery,6.7
315,The Specialist,1994,Action|Drama|Thriller,4.7
316,Stargate,1994,Action|Adventure|Sci-Fi,7.1
317,The Santa Clause,1994,Comedy|Drama|Fantasy,7.8
318,The Shawshank Redemption,1994,Crime|Drama,4.4
319,Shallow Grave,1994,Comedy|Drama|Thriller,6.7
320,Suture,1993,Film-Noir|Thriller,5.3
321,Strawberry and Chocolate (Fresa y chocolate),1993,Drama,6.7
322,Swimming with Sharks,1995,Comedy|Drama,5.2
324,The Sum of Us,1994,Comedy|Drama,6.5
325,National Lampoon's Senior Trip,1995,Comedy,8.7
326,To Live (Huozhe),1994,Drama,7.9
327,Tank Girl,1995,Action|Comedy|Sci-Fi,8.6
328,Tales from the Crypt Presents: Demon Knight,1995,Horror|Thriller,5.5
329,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,4.2
330,Tales from the Hood,1995,Action|Crime|Horror,4.9
331,Tom & Viv,1994,Drama,5.4
332,Village of the Damned,1995,Horror|Sci-Fi,6.6
333,Tommy Boy,1995,Comedy,8.6
334,Vanya on 42nd Street,1994,Drama,6.5
335,Underneath,1995,Mystery|Thriller,7.1
336,The Walking Dead,1995,Drama|War,7.6
337,What's Eating Gilbert Grape,1993,Drama,6.0
338,Virtuosity,1995,Action|Sci-Fi|Thriller,6.7
339,While You Were Sleeping,1995,Comedy|Romance,5.2
340,The War,1994,Adventure|Drama|War,4.0
341,Double Happiness,1994,Drama,6.8
342,Muriel's Wedding,1994,Comedy,6.6
343,The Baby-Sitters Club,1995,Children,6.8
344,Ace Ventura: Pet Detective,1994,Comedy,7.8
345,"The Adventures of Priscilla, Queen of the Desert",1994,Comedy|Drama,8.3
346,Backbeat,1993,Drama|Musical,6.4
347,Bitter Moon,1992,Drama|Film-Noir|Romance,5.4
348,Bullets Over Broadway,1994,Comedy,5.6
349,Clear and Present Danger,1994,Action|Crime|Drama|Thriller,4.6
350,The Client,1994,Drama|Mystery|Thriller,8.5
351,"Corrina, Corrina",1994,Comedy|Drama|Romance,5.2
352,Crooklyn,1994,Comedy|Drama,6.7
353,The Crow,1994,Action|Crime|Fantasy|Thriller,4.5
354,Cobb,1994,Drama,6.8
355,The Flintstones,1994,Children|Comedy|Fantasy,6.2
356,Forrest Gump,1994,Comedy|Drama|Romance|War,4.6
357,Four Weddings and a Funeral,1994,Comedy|Romance,5.4
358,Higher Learning,1995,Drama,5.4
359,I Like It Like That,1994,Comedy|Drama|Romance,6.9
360,I Love Trouble,1994,Action|Comedy,7.3
361,It Could Happen to You,1994,Comedy|Drama|Romance,6.9
362,The Jungle Book,1994,Adventure|Children|Romance,6.5
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,Documentary,6.9
364,The Lion King,1994,Adventure|Animation|Children|Drama|Musical|IMAX,5.4
365,Little Buddha,1993,Drama,6.7
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,Drama|Horror|Mystery|Thriller,6.3
367,The Mask,1994,Action|Comedy|Crime|Fantasy,6.3
368,Maverick,1994,Adventure|Comedy|Western,6.7
369,Mrs. Parker and the Vicious Circle,1994,Drama,4.9
370,Naked Gun 33 1/3: The Final Insult,1994,Action|Comedy,4.8
371,The Paper,1994,Comedy|Drama,7.4
372,Reality Bites,1994,Comedy|Drama|Romance,5.8
373,Red Rock West,1992,Thriller,7.4
374,Richie Rich,1994,Children|Comedy,6.4
375,Safe Passage,1994,Drama,6.4
376,The River Wild,1994,Action|Thriller,8.1
377,Speed,1994,Action|Romance|Thriller,6.6
378,Speechless,1994,Comedy|Romance,5.8
379,Timecop,1994,Action|Sci-Fi|Thriller,5.9
380,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,7.2
381,When a Man Loves a Woman,1994,Drama|Romance,4.8
382,Wolf,1994,Drama|Horror|Romance|Thriller,5.6
383,Wyatt Earp,1994,Western,4.8
384,Bad Company,1995,Action|Crime|Drama,5.7
385,A Man of No Importance,1994,Drama,6.2
386,S.F.W.,1994,Drama,6.0
387,A Low Down Dirty Shame,1994,Action|Comedy,4.9
388,Boys Life,1995,Drama,6.6
389,"Colonel Chabert, Le",1994,Drama|Romance|War,6.9
390,Faster Pussycat! Kill! Kill!,1965,Action|Crime|Drama,6.7
391,Jason's Lyric,1994,Crime|Drama,8.1
392,The Secret Adventures of Tom Thumb,1993,Adventure|Animation,7.3
393,Street Fighter,1994,Action|Adventure|Fantasy,6.1
394,Coldblooded,1995,Comedy,9.9
395,Desert Winds,1995,Drama|Fantasy|Romance,4.9
396,Fall Time,1995,Drama,5.4
397,The Fear,1995,Horror,6.0
398,Frank and Ollie,1995,Documentary,4.3
399,Girl in the Cadillac,1995,Drama,8.3
400,Homage,1995,Drama,5.1
401,Mirage,1995,Action|Thriller,5.4
402,Open Season,1996,Comedy,6.5
403,Two Crimes (Dos crímenes),1995,Comedy|Crime|Drama,6.9
404,Brother Minister: The Assassination of Malcolm X,1994,Documentary,5.1
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,Action|Fantasy,5.2
406,Federal Hill,1994,Drama,6.6
407,In the Mouth of Madness,1995,Horror|Thriller,6.5
408,8 Seconds,1994,Drama,8.0
409,Above the Rim,1994,Crime|Drama,6.8
410,Addams Family Values,1993,Children|Comedy|Fantasy,6.9
411,Martin Lawrence: You So Crazy,1994,Comedy|Documentary,6.9
412,The Age of Innocence,1993,Drama,6.6
413,Airheads,1994,Comedy,5.1
414,The Air Up There,1994,Comedy,6.6
415,Another Stakeout,1993,Comedy|Thriller,6.0
416,Bad Girls,1994,Western,4.9
417,Barcelona,1994,Comedy|Romance,6.6
418,Being Human,1993,Drama,5.2
419,The Beverly Hillbillies,1993,Comedy,7.5
420,Beverly Hills Cop III,1994,Action|Comedy|Crime|Thriller,5.9
421,Black Beauty,1994,Adventure|Children|Drama,7.7
422,Blink,1994,Thriller,5.7
423,Blown Away,1994,Action|Thriller,6.8
424,Blue Chips,1994,Drama,6.3
425,Blue Sky,1994,Drama|Romance,5.5
426,Body Snatchers,1993,Horror|Sci-Fi|Thriller,6.2
427,Boxing Helena,1993,Drama|Mystery|Romance|Thriller,6.5
428,A Bronx Tale,1993,Drama,6.7
429,Cabin Boy,1994,Comedy,4.8
430,Calendar Girl,1993,Comedy|Drama,7.1
431,Carlito's Way,1993,Crime|Drama,6.5
432,City Slickers II: The Legend of Curly's Gold,1994,Adventure|Comedy|Western,6.7
433,Clean Slate,1994,Comedy,5.5
434,Cliffhanger,1993,Action|Adventure|Thriller,4.9
435,Coneheads,1993,Comedy|Sci-Fi,5.4
436,Color of Night,1994,Drama|Thriller,7.4
437,Cops and Robbersons,1994,Comedy,3.7
438,The Cowboy Way,1994,Action|Comedy|Drama,6.0
439,Dangerous Game,1993,Drama,7.9
440,Dave,1993,Comedy|Romance,6.1
441,Dazed and Confused,1993,Comedy,6.4
442,Demolition Man,1993,Action|Adventure|Sci-Fi,5.0
443,The Endless Summer 2,1994,Adventure|Documentary,7.0
444,Even Cowgirls Get the Blues,1993,Comedy|Romance,6.9
445,Fatal Instinct,1993,Comedy,5.8
446,Farewell My Concubine (Ba wang bie ji),1993,Drama|Romance,5.9
447,The Favor,1994,Comedy|Romance,5.6
448,Fearless,1993,Drama,8.0
449,Fear of a Black Hat,1994,Comedy,8.3
450,With Honors,1994,Comedy|Drama,7.2
451,Flesh and Bone,1993,Drama|Mystery|Romance,7.3
452,Widows' Peak,1994,Drama,6.3
453,For Love or Money,1993,Comedy|Romance,6.6
454,The Firm,1993,Drama|Thriller,7.9
455,Free Willy,1993,Adventure|Children|Drama,4.4
456,Fresh,1994,Crime|Drama|Thriller,5.7
457,The Fugitive,1993,Thriller,5.8
458,Geronimo: An American Legend,1993,Drama|Western,6.0
459,The Getaway,1994,Action|Adventure|Crime|Drama|Romance|Thriller,7.4
460,Getting Even with Dad,1994,Comedy,6.9
461,Go Fish,1994,Drama|Romance,7.0
462,A Good Man in Africa,1994,Action|Adventure,7.3
463,Guilty as Sin,1993,Crime|Drama|Thriller,7.0
464,Hard Target,1993,Action|Adventure|Crime|Thriller,5.3
465,Heaven & Earth,1993,Action|Drama|War,7.0
466,Hot Shots! Part Deux,1993,Action|Comedy|War,4.6
467,Live Nude Girls,1995,Comedy,6.8
468,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,Comedy|Romance,6.6
469,The House of the Spirits,1993,Drama|Romance,5.8
470,House Party 3,1994,Comedy,6.6
471,The Hudsucker Proxy,1994,Comedy,4.4
472,I'll Do Anything,1994,Comedy|Drama,7.8
473,In the Army Now,1994,Comedy|War,6.6
474,In the Line of Fire,1993,Action|Thriller,7.8
475,In the Name of the Father,1993,Drama,3.9
476,The Inkwell,1994,Comedy|Drama,5.2
477,What's Love Got to Do with It?,1993,Drama|Musical,6.7
478,Jimmy Hollywood,1994,Comedy|Crime|Drama,6.6
479,Judgment Night,1993,Action|Crime|Thriller,4.1
480,Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,6.1
481,Kalifornia,1993,Drama|Thriller,5.5
482,Killing Zoe,1994,Crime|Drama|Thriller,7.6
483,King of the Hill,1993,Drama,7.9
484,Lassie,1994,Adventure|Children,8.5
485,Last Action Hero,1993,Action|Adventure|Comedy|Fantasy,6.2
486,Life with Mikey,1993,Comedy,6.3
487,Lightning Jack,1994,Comedy|Western,5.0
488,M. Butterfly,1993,Drama|Romance,9.1
489,Made in America,1993,Comedy,8.2
490,Malice,1993,Thriller,5.2
491,The Man Without a Face,1993,Drama,7.4
492,Manhattan Murder Mystery,1993,Comedy|Mystery,9.0
493,Menace II Society,1993,Action|Crime|Drama,5.1
494,Executive Decision,1996,Action|Adventure|Thriller,5.2
495,In the Realm of the Senses (Ai no corrida),1976,Drama,6.6
496,What Happened Was...,1994,Comedy|Drama|Romance|Thriller,6.4
497,Much Ado About Nothing,1993,Comedy|Romance,6.7
498,Mr. Jones,1993,Drama|Romance,8.6
499,Mr. Wonderful,1993,Comedy|Romance,6.7
500,Mrs. Doubtfire,1993,Comedy|Drama,6.0
501,Naked,1993,Drama,6.6
502,The Next Karate Kid,1994,Action|Children|Romance,6.5
503,The New Age,1994,Drama,6.5
504,No Escape,1994,Action|Drama|Sci-Fi,5.8
505,North,1994,Comedy,5.9
506,Orlando,1992,Drama|Fantasy|Romance,6.0
507,A Perfect World,1993,Crime|Drama|Thriller,6.0
508,Philadelphia,1993,Drama,7.4
509,The Piano,1993,Drama|Romance,5.5
510,Poetic Justice,1993,Drama,5.6
511,The Program,1993,Action|Drama,7.5
